dow30,naftrac,nasdaq,russell2000,sp500
1.5667499651,0.4701252325,1.3709971144,1.0683098877,1.638983222
-1.3666856798,-0.8595274004,-1.4786354757,-0.921406875,-1.4964437145
0.3254607208,-0.0900961696,0.7860993327,0.8974817595,0.4720890236
1.4425504,0.6861459761,0.7908494325,0.848583161,1.2770764992
-0.4475881868,0.0433773279,0.1200700133,0.4822747646,-0.263150129
-0.9096422255,0.6550048029,-0.7427600652,-0.3317332587,-0.9915100151
2.3958584326,1.3651538724,2.748511061,1.8548417759,2.7359859852
0.1854713332,1.0616325079,0.2309291582,0.9724803241,0.4318333818
0.2558960793,0.3267432924,0.0274327228,0.890807926,0.3624369159
0.3801719189,0.3000009888,0.1428360221,0.4856642923,0.3399659596
0.4079536048,0.2218836702,-0.235585878,1.0380728905,0.057881616
-0.7953409485,-1.1662014374,-1.2803450647,-2.3069939372,-1.3549559655
0.1978933488,-0.0876994453,0.4785723807,0.4017864248,0.5434708704
-0.0854337693,-0.3474988883,-0.3088675234,-0.8075676818,-0.0270870021
1.4378532332,1.0842293294,1.7418646991,2.0668617235,1.8651867837
0.056708417,-0.2162072189,-0.0181264328,-0.3204688434,-0.1921720148
0.1008540822,-1.1473682858,-0.4966897498,-1.5683615839,-0.2592848092
0.4488201008,1.3216966032,0.6695003629,0.6643164542,0.6073197907
0.9917830734,1.796953446,0.1694173132,1.4440371775,0.7232452735
0.7510288679,0.0410054233,0.3648549378,0.8726507499,0.4681106162
-0.1796850966,0.3712038549,0.4713444145,-0.4045029187,-0.0327359366
-0.5769172007,-0.0604487103,-1.118058029,-1.9006022664,-0.7893516121
0.1673717957,-0.1112059494,-0.0972467019,0.3669239316,-0.0257849406
0.5959679916,0.674743188,1.5704690338,2.4984220197,0.9820879355
0.4992809016,0.7966862795,0.3989087324,0.0840941129,0.4616636588
-0.2562882759,-0.8107766132,-0.0439525533,0.2742388531,-0.2829174128
0.6556422549,0.4186233281,0.8356489653,0.2783494077,0.6924461544
-0.4128824833,-0.9138330458,-0.5042567492,-0.8069251962,-0.4190801156
-0.9231588057,-1.2499921139,-1.0049796741,-1.116746344,-1.227293118
0.692296327,0.2971504899,1.4836626799,1.0884713311,1.1791219985
-1.1885138976,-0.6987576488,-1.4823007285,-1.4010336676,-1.4406782626
0.181412214,-0.4461611848,-0.0086731071,0.3598159294,0.2794546879
-0.1852804771,-0.3190442046,-0.4011056888,-0.2885512721,-0.3644855974
1.0382252874,0.8685356083,0.7218718309,0.9523446899,1.0806047974
1.1732030861,0.8106646924,1.4456820893,2.0433669046,1.1246502725
0.0676527716,-0.0098376986,-0.0851308143,-0.1444638109,-0.0250918618
-0.2370548661,0.2956530063,-0.2056445318,0.1635291329,-0.1599319577
0.6410497776,-1.2540761853,0.3733837415,0.6683199505,0.7169285426
0.2684136143,1.8896393327,-0.4404448945,0.0469131457,0.3141672587
0.2240906816,-0.3381251211,0.0981318357,0.1390942995,0.0434947294
-0.7781988302,-0.0858070257,-0.0990536765,-0.572909889,-0.6504574444
0.087016109,0.1929178884,-0.8334750127,0.8788881376,-0.0396648904
-0.2204234827,-0.1869484222,-0.2616643339,-0.7418726459,-0.2563839051
0.0345192424,-0.3392038066,-0.2040192635,1.0193923781,0.1729742294
0.2801948171,1.3114295112,-0.5543147014,0.2495121861,0.1469434633
-1.4037002746,-1.014720017,-1.209783988,-1.1608982724,-1.1208245888
-0.4210064115,0.6743812417,-0.659704415,-0.8255558778,-0.6352002833
0.7164087628,-0.0602031581,0.8032721269,0.8116453198,0.8647851247
-0.9581891207,-0.1862843325,-1.1505756324,-1.6232750875,-1.0562565628
-0.7003263074,-0.8175939446,-0.820936558,-0.7610287913,-0.7370168709
0.0122525669,-0.492836347,-0.2307434025,-0.473019107,-0.0730911618
0.4745989332,0.1688568113,0.337304751,0.5468697673,0.324672138
-0.2765873846,0.1430908223,0.2328305144,0.2679577302,0.0425569655
1.4060127055,1.1101186265,1.164187263,0.8643553227,1.4093713634
-1.4538705699,-0.4383948619,-1.0478021271,-1.214753385,-1.159364087
0.0115828185,0.3950391313,-0.5314052133,-0.5539764165,-0.06498793
-1.2607483127,-0.6150090692,-0.4577377789,-0.5585780528,-1.0331445845
1.1092576741,0.978723175,1.1337050561,1.1513836812,1.0962791002
-1.2323065757,0.1409560363,-1.2691950385,-1.6050112641,-1.1418601245
-0.07201413,-0.8883428672,0.4263352923,0.4227982497,-0.021333859
-0.6529039295,-1.2744496697,-0.5997393783,-0.7339364328,-0.4771527594
0.3857963037,0.2970255152,1.119566255,1.482483095,0.6561600549
-0.1028300963,0.219686543,-0.1320503142,-0.1096126531,-0.2882423964
1.3620087847,0.7792519005,1.8854938532,2.0089230033,1.5489337223
0.9021884562,0.4199237255,0.6204080179,0.4444474816,0.7674656491
-0.2005281595,0.8888386804,0.0813122543,-0.1375531913,-0.0697628143
0.2422527238,0.1909032237,0.5732108243,0.8574204098,0.4542694725
-0.6075119783,-1.7133126376,0.2311501125,0.3253547317,-0.1623763864
-0.0336981565,0.2697891911,0.0272787428,0.6448179391,0.0870152454
0.2686752298,-0.0858706658,0.3194456194,0.5821675732,0.2838941617
-0.2544204414,0.9800118849,-0.6182190765,-0.5541681828,-0.3845306235
0.6873136488,-0.0098376986,0.4592291654,1.0048330359,0.5253969586
0.066272929,0.4179954845,-0.19108372,0.2174886279,0.1050066367
0.381546414,0.3411695008,0.1970522171,0.6889894906,0.3403940539
-0.1776218211,-1.209687442,-0.3677039398,-0.6497055315,-0.2453974236
-0.8219980242,-1.3485663164,-1.3093130698,-1.4173969199,-1.1143475051
-0.9115639745,-0.6742859962,-0.9695471251,-1.1090910144,-0.9908358629
-0.4265992858,-0.9865017206,-0.1530182846,-0.2692341382,-0.2548504417
-0.2769708445,1.1306532296,-0.2278575344,0.0900882347,-0.2597242093
0.5606723334,0.5548857227,0.1454380724,-0.1236100122,0.3198191796
-0.4284112518,0.1945157987,-0.948265466,-0.3200892503,-0.4248645988
0.8005933314,1.1120986823,0.6904247298,1.0439554677,0.6315368702
0.1120120854,-0.2371534759,0.0763155192,-0.3455474206,0.2707718825
-0.3676118552,0.3444562008,-0.2643282052,-0.434456482,-0.2376842696
1.4507175563,0.9739643069,1.4856384278,1.8852246765,1.5119609427
-3.9765019344,-3.2115164342,-4.0496395234,-3.6435504561,-4.2306707191
-1.7846618045,-1.4688882852,-2.3960224073,-3.216084419,-2.1538732474
1.7720893386,0.9290272949,2.0032856758,1.502658973,2.0253647861
1.8469151042,1.8527346622,1.7526185836,2.048930811,1.9394310508
1.4912280224,1.08492739,1.2329408922,1.6676228643,1.5353777686
0.0754503848,0.7467611182,0.3437567815,0.366838882,0.1818124951
-0.7518803865,-1.0872895692,-0.8470071345,-1.4507628656,-0.8431199498
0.4568403563,-1.400925773,0.6746631047,0.6231643388,0.5784936972
-0.1968437893,0.297413054,0.2974572001,0.1685902829,-0.1467991511
1.5745852016,0.8327301194,1.5361771428,2.2423822574,1.7321016101
0.4622751282,1.1054435509,0.5691852796,0.9875521104,0.351935419
0.7178300167,0.6177834389,0.6099345807,1.2306788944,0.7714918221
0.1046223707,-0.4093430273,-0.3853800159,-0.4037383922,-0.0295382585
0.7972340274,0.491304548,0.4942338369,0.0475806778,0.5675687593
0.0137025884,0.6388129667,-0.1413114887,0.2153918519,-0.1534839486
0.0534661216,0.5607462773,0.4503250535,0.1722943059,0.2323470345
0.1125178055,0.1383376082,-0.4277655195,-0.6172696172,-0.2124702283
0.1751077487,1.3708896186,0.9771518824,0.7011602475,0.4523402449
-0.5346209589,-0.5702252708,-0.3608192011,-0.4926285466,-0.4661789189
0.2857531967,0.5532782088,0.4472561855,0.6786191942,0.4853931997
-0.5351912757,-1.1793646289,-0.1032732969,-0.2719224486,-0.3961432178
-0.1707973252,-0.330507119,0.1813769214,0.5192669607,-0.0076302465
-0.0597057225,-0.454882308,0.5101855243,0.129093572,-0.1848975536
-0.1490390727,0.2135598015,0.2313704926,-0.1564700601,0.1419163235
-0.2011680432,-0.4309926622,0.0795132239,0.1710553296,0.1448410086
-0.2241312582,0.1393623005,0.3598838314,-0.0957744217,-0.1931991338
-0.6211228717,-0.4568035968,-0.9252033468,-1.3354572293,-0.7865070906
0.2110916569,0.6632121049,0.3607200683,0.7858951598,0.3199302016
-0.0684136322,0.014917762,0.0673465763,0.04838473,-0.020472397
1.1592596777,1.006068162,0.9758147036,1.3371410972,0.9572507421
-0.1387830777,0.2603355034,-0.203473841,-0.0998084846,-0.1509458608
-0.0262689127,0.7007903034,0.1746457647,0.0695530522,0.0001777441
-0.283584425,0.3554974734,-0.44334558,-0.6836326837,-0.3790391187
0.6886275252,1.2526299004,0.3891277207,0.4210266683,0.5064397302
-0.280445825,0.3263748308,0.0282452937,0.0218665755,-0.1379981052
0.3218676131,0.7085565059,0.4852222893,0.895519588,0.2801923595
-0.5723074682,-0.7475822594,-0.6990916083,-0.8507549177,-0.6836718936
0.0871228673,-0.1056585303,-0.0263283402,-0.2976056078,0.1724893144
0.0984398407,0.3497328932,0.1581822975,0.6756262355,0.2110611308
-0.3309882187,-0.2488076714,-0.087904158,-0.0382161376,-0.2130642196
-0.1943930897,-0.0098376986,0.0601427843,0.1954409554,-0.1108808259
0.0620301091,-1.5663521789,0.231384852,0.6435240481,0.1821814697
-0.4610287927,0.3056861779,-0.8373603882,-0.8918787125,-0.6558465423
-0.2571480597,-0.0582315168,-0.1572446772,0.1785071307,-0.2043199356
-0.3827659506,-0.760565311,0.0700240919,-0.182619107,-0.2292077006
0.6279599564,0.5020298711,0.1942980248,0.4967445734,0.5639383439
-0.3547265145,0.1600475128,-0.2283832372,0.0508735055,-0.2728874058
-0.3852351732,-0.0098376986,-0.23668765,-0.4974648146,-0.3220808738
0.0662060335,-0.3248709753,0.2053622751,-0.0404957428,-0.0500637982
0.407329045,0.5247500562,0.3662231482,0.8872782132,0.4442700573
0.2394575237,-0.4936049951,0.425792098,0.0844733113,0.3021880977
-0.1246712088,-0.4955858185,0.0924358029,0.545465191,-0.0622986039
-0.3389645956,0.0633464339,-0.5042704246,-0.2312091574,-0.3042704741
-2.5233085332,-2.2767779398,-2.5202194905,-2.9799485305,-2.9025899499
1.4855507373,0.5123021579,1.5730381373,1.2626315784,1.6649506431
-1.6833095017,-1.371144485,-1.1099858743,-1.8375947184,-1.7733340434
-0.2549176786,-0.9615804159,0.2935903811,-0.0891433223,-0.113718564
1.0920681746,0.3436887398,1.3692373824,1.1745862298,1.1327061304
-0.63713828,-0.0853504133,-0.3261825864,0.3933898089,-0.486954558
0.0128202687,1.0986370574,0.0620725337,-0.3549692038,-0.0103855386
0.9967644062,1.5123668658,0.9417822446,1.2568792808,1.2268425608
0.5758065475,2.5024135514,0.7576814094,1.3681781902,0.7121230924
-0.8752249441,-0.5642837158,-0.6690182769,-0.6935313717,-0.7136992282
-1.1070984347,-1.1483047926,-0.9380095762,-1.0652210024,-1.0459005969
0.8049607406,1.1418429645,0.8351406197,0.3832765471,0.7056427932
0.6554670113,0.7424742488,0.1797844274,0.6741393784,0.5719208152
-1.2869424059,-0.9019458918,-0.9566929156,-1.384297133,-1.1313864671
1.0021362616,-0.9574514816,0.7342531359,1.0319587967,0.88319818
-0.3934882887,0.8476206102,-0.258494069,-0.4764502298,-0.4251827794
-0.5919395855,0.7197511763,-0.2603874289,-0.4884317702,-0.6226711708
0.6682544205,0.5459639696,0.4285927232,0.6243960111,0.455415249
-0.1292155285,-0.5149150971,-0.2225528648,-0.1937562755,0.0108705222
-0.2274654755,-0.8069901679,-0.3194225997,-0.7680437818,-0.4243424097
0.5127497482,1.5712575335,0.6101018814,1.0559643016,0.4914453943
-1.3166366768,-0.6097634062,-1.5466326971,-1.7850389045,-1.4955232105
0.0495331192,-0.2269075562,-0.1988636907,-0.0621931288,0.088360728
-0.3388521942,-0.4206641712,-0.5310902061,-0.9184191534,-0.4063724812
0.2027336366,-0.1311039268,-0.0396618634,-0.2923928038,-0.0217503746
-0.3818813914,-0.131259236,-0.3220758274,-0.2094933659,-0.399233207
0.4341881999,1.0838443436,0.766617208,0.5285163509,0.6725778842
0.2097584062,0.9531990367,-0.0075390451,0.3835517104,0.2101701418
-0.3061559428,-0.5351238288,-0.1398553715,-0.2529535173,-0.2055430121
-0.1559533621,0.3019603535,0.2331999547,-0.1633706102,-0.0550459144
0.4439690516,0.0619253394,0.9128927465,0.6174126103,0.5082168513
-0.3916533805,-0.7987692387,-0.5382746627,-0.8316837387,-0.4877585507
0.1419266412,-0.7156108809,-0.663778516,-0.9164020106,-0.2480369543
-0.2385870817,0.7168312349,-0.6892486785,-1.1960711748,-0.3932595121
-0.1039423864,-0.1542519675,-0.5365465349,-0.2184113471,-0.4074253148
-0.1695564483,0.0142660738,-0.0730704334,0.2694877303,-0.0594894405
-0.7225032687,-1.7206769883,-0.7202929079,-1.1017616607,-0.8360594343
-0.7335585215,-1.5262156479,-1.8476209379,-1.7252852563,-1.3176606684
-0.3237520837,0.0892783543,-0.2861549391,0.5043520767,-0.2393816299
2.3556227688,3.3577476621,2.2492223754,2.3141873017,2.5442791842
0.4143762971,0.9766410164,0.4582008796,0.1975831154,0.3942745376
1.5743707527,-2.5387112075,1.0210475367,2.9028352788,1.2454695157
1.3103210676,-5.1319389592,-0.8364822387,1.4635616182,0.1820622181
0.1952967233,-0.8265067305,0.4724437983,2.2972770001,-0.2081328532
0.0794994097,0.9411681142,-0.401894284,1.1663390084,-0.0587001551
0.2841211589,-0.6981601873,1.0092258709,0.2262015916,0.8264322042
-0.3861113289,-0.1637089137,0.2937286757,-0.0277298004,-0.2296093551
0.1693358314,-0.0868555805,0.6670296416,0.4976148367,0.4996560368
-0.2698039859,-1.3974986636,-0.281869746,0.4136305529,-0.3233549477
0.9079332752,1.2906163298,1.1275971544,1.3146458247,1.078374108
0.3114851635,0.8389314909,-0.1572937248,0.5182280327,0.048910663
0.3689632195,0.3964809784,0.2739247654,0.3286681095,0.410868655
-0.3779761503,0.3987756966,-0.596458513,-1.2537415632,-0.6575079956
0.0940055701,-0.3152315214,0.1457460603,-0.1468020359,0.1103487384
-0.0377923389,0.0411929093,-1.0698153977,-0.4515476437,-0.3544201998
0.3643741817,-1.3105269842,-1.3782895229,-0.6440043136,-0.4548763494
-0.179669872,-0.8352550399,0.0288053935,0.00035901,0.0010181962
0.2271781629,0.9253980768,0.9281760362,1.6650133068,0.6330656612
0.164518301,0.4025086457,0.3857021235,1.0217969941,0.3522002175
1.7429657552,1.3511926838,1.0507781073,0.7972591297,1.4885591325
0.3366280582,1.8683612881,0.369592143,1.4858415566,0.2063682646
0.7893447063,1.3638290229,0.4311712465,0.0840903652,0.6467778508
0.8555860163,-0.1332784473,0.2895066072,-1.0245896931,0.5833804449
-0.7405049621,-1.5664487914,-0.5376249967,-1.2399815268,-0.9910667026
0.2997987448,-0.7862779517,0.3051806283,0.6938968671,0.4072379664
-0.1013368276,-2.0018260902,-0.4053619291,-0.1860374133,-0.2492267812
0.1817538557,-0.5742846704,0.3069264051,0.4881359539,0.184902442
0.4838183246,0.1190552118,0.4162143548,0.8161545474,0.3786068184
-0.2392571883,0.1962125587,-0.2765416217,-0.6325127765,-0.3315770439
-0.1839100725,0.0158690843,-0.4810735826,-0.8953965446,-0.2623181134
0.0370608945,0.350004165,0.2169764825,0.5832755739,0.100610144
0.0154799589,0.3745014303,0.3846656324,0.3962292353,0.216742187
-0.6967911801,0.7818312277,-0.9197460141,-1.1929891995,-1.0189569506
-0.1310089274,0.8272069468,-0.1705963285,0.1315384129,-0.079417897
-0.3841073214,-0.7653024581,-0.9301615709,-0.4526094521,-0.5855576836
0.6489161212,1.2322145573,0.7736167149,0.5515736248,0.943626922
0.3022482152,1.1688119547,0.8016431963,1.5263839263,0.62152636
-0.298910921,0.3873741828,0.1387668564,-1.12503312,-0.1350412808
0.3258797918,-1.6674566094,0.5306864836,-0.3539176574,0.3645597582
-0.4933760516,-1.3401424708,0.1340518939,-0.7105230023,-0.4587291338
-0.2353881254,0.904292683,0.295821802,0.9039019534,-0.0452415967
0.5265285711,0.0909551977,0.1517168693,0.1337871728,0.2844721116
-0.4172761706,0.2921724329,-0.3370475159,-0.8758997976,-0.29515797
-0.080493449,0.3165714234,0.410836024,0.7322819368,0.1703046137
-0.3933784799,-0.4855266699,-0.6713931472,-1.3945980622,-0.3910194743
-0.1786619722,0.8700138518,0.2414054509,0.4051212465,0.1602736794
-0.4729516417,-0.2343721456,-0.3271479258,-0.9262008704,-0.4658036784
0.5072193571,0.140154418,0.2120748566,0.3980970817,0.3469974625
-0.2099360891,2.0122806447,-0.0968791122,-0.3131492668,-0.35869901
0.6107371377,2.5418812289,0.784282656,1.4701701385,0.7196747199
0.8568648114,0.2062425814,0.9046349275,0.8834303433,0.8899705572
0.1372934068,-1.6412856843,-0.0750176753,-0.5008903393,-0.1309296664
-0.0909033018,-0.3504323183,0.0409956708,-0.3696001359,-0.1462033118
-0.7571057421,-0.8882646008,-0.8622326169,-1.301922233,-0.7454826448
-0.6708890461,-0.1819502336,-0.0364414086,0.632818313,-0.1489347055
0.106837309,0.0147805697,0.4265144949,-0.0731385284,-0.0104758157
-0.084919781,0.2117309988,-0.1660667553,-0.2965893961,0.0212117217
1.0373412013,0.2850232334,0.4713558329,1.3925420436,0.8012589344
0.0589078514,-1.2353148674,0.0724979198,-1.1859962168,-0.2653516196
-0.257148884,0.4360521062,0.0856698188,-0.1936023537,0.0355453834
0.6323977373,0.6811173063,0.5039701871,1.3479425151,0.6250537536
0.507243203,1.4865565141,0.2667244614,0.6765383099,0.3702799528
0.7665453281,-0.3973435752,0.4498421969,0.2094190072,0.5660121484
0.4739117883,-0.5687034664,0.2582776939,0.2584793722,0.4216991203
0.5574538546,-0.669099339,0.5637866658,0.4807820821,0.5364697551
-0.0053232247,0.3831085981,-0.1308434989,-0.374864546,-0.1459299155
-0.0257342733,-0.2790766155,0.3401696106,0.017343704,0.150346315
0.6185463089,1.0204438303,0.3999117477,0.6772502677,0.6594881856
0.1323228975,-0.982397096,-0.1431546027,-0.467431735,-0.1713412126
0.1438680054,0.0637526414,-0.4711682238,-0.6557211196,0.0035794042
0.013905255,-0.3529240294,0.1078987875,-0.0388833037,0.1287674308
0.0374686635,0.6783173647,0.2203719221,0.8817597747,0.0733753156
-0.1899314073,-1.1825419749,-0.6588532318,-1.4648064316,-0.3456778703
1.6390084473,1.3723462967,1.2543878941,1.8100477359,1.5480565006
-0.6676249161,-0.2293479847,-0.7589372581,-1.2365386009,-0.7280436853
-0.0346755511,0.3078344827,0.1027038832,-0.1366420643,0.0134709258
-0.3331890283,1.1843342471,-0.4117507642,-0.7035712827,-0.4271106014
-0.2133763804,-1.0953255117,-0.3081891133,-0.6734544439,-0.3847122901
-0.4320758048,0.2336693802,0.0051073603,-0.6412984076,-0.3114018278
-0.0361315252,-0.6416112506,-0.034161563,-0.4427117525,0.0479634277
0.1990481529,-0.4007127526,0.3259121392,0.3259777921,0.335628798
-0.1689845393,-0.0834124202,0.1775388096,0.3163019036,-0.0025209921
-0.2945874136,-0.0098376986,-0.3683311496,-0.5783498199,-0.4389709494
0.5771206792,0.9223466714,0.6613440852,1.3901505174,0.9305972179
-0.1357989805,1.4258777148,-0.0434368641,0.1871745436,-0.2347883267
-0.1601233428,1.264082439,-0.0511652002,0.3432087757,-0.198387543
-1.4161692666,-0.0098376986,-1.8179725762,-3.0941426047,-1.7223271696
-0.0874099888,-0.24758616,0.4107968051,-0.098942946,0.174970782
-0.0762707726,0.4189671239,-0.1209801931,0.5192616197,-0.168785801
-0.3855969214,1.0107873866,0.1292540086,0.0526151085,-0.1435852891
-0.3071362857,0.735781893,0.138556435,0.1553562114,-0.1640454318
0.7989376311,-0.1972444507,0.5227581174,0.6617920518,0.7997110804
-0.2859029462,-0.6903056122,0.3151257924,0.2714398214,0.0812221021
0.3381875867,-0.4111295203,0.2212266595,0.7077307156,0.2967618394
-0.4146768888,-0.7441350104,-0.0977819705,0.2126111412,-0.3080031279
-0.122753826,0.7291512167,-0.3352308655,-1.1430411071,-0.2365845444
0.1692219713,1.0797294038,0.0095923566,-0.1351644694,0.0199548016
-0.2799386382,-0.2914187248,-0.6167525188,-1.1429054761,-0.4011986222
0.0332588589,-0.4332204087,0.1843881687,0.8291227007,0.1795877389
-0.0882078443,0.7456233219,-0.0739416333,-0.0230631058,-0.1416200437
-0.0390236122,0.4592810022,-0.003591207,0.1435763977,0.0348886646
-0.0874829562,0.2705091579,-0.2888346246,0.6512830585,-0.2123193795
-0.38333742,-1.617858418,-0.5615614025,-1.253495644,-0.4833567151
0.203783404,0.084664323,0.2879974301,0.1059422376,0.1575008477
-0.6879094093,-0.6237790345,-0.1764308676,0.0173284563,-0.3835478178
-0.7205123483,0.2987574835,0.1698914339,0.3324679235,-0.2452333451
0.9396338232,0.6768062875,0.8347514207,1.1474948789,0.8353421048
-0.2240830355,-0.1039771908,-0.1578102965,-0.3264447291,-0.3988928861
1.1690901588,0.9795340528,1.1486614066,1.2100908984,1.2178595495
1.2462416703,0.9066103584,0.62083941,0.8585171863,0.6644544669
-0.1658579376,-0.5429595184,-0.0593095228,0.5285944355,-0.1018364851
-0.0153191113,-0.26597851,0.3268506933,-0.185624285,0.0191854819
-0.2752460764,-0.4299231806,-0.0764605895,-1.1486582078,-0.2681644023
0.0021173919,0.8802289363,0.7114538266,-0.1044895587,0.2953974113
-0.0054898021,-1.1720417762,-0.4185220339,-0.6035556072,-0.1933824353
-0.085345398,-0.2211657741,-0.0105197039,-0.1731048939,0.0225858928
0.2569977136,1.0957527204,0.3510204693,0.5239193514,0.4311793171
-0.0203381976,0.0833474625,-0.0248807373,-0.395626278,-0.0408783235
-0.2510879475,0.9912855873,0.2300655604,-0.0171143427,-0.1647051124
-0.2302789932,0.0132280588,0.0804821981,0.4941227603,0.0864977783
-0.1808706386,-0.8636728805,-0.2638499973,-0.6677802125,-0.2972553983
-0.176150483,-0.2190649394,0.0285235597,-0.5384830671,-0.217511806
0.4233967577,0.5025300229,0.3958652324,0.7319297955,0.5113249585
-0.0618864107,-0.4967735767,0.2637232746,0.0195697259,-0.1252798468
-2.1090464395,-1.6398793871,-2.5507367576,-2.6673601879,-2.1633945072
0.2656198132,-1.0254095615,0.6535911855,0.3305837069,0.3843520454
0.7455494693,1.7534178643,0.4028782168,0.4029955885,0.7433176395
0.4514405019,-0.3149336723,0.741364184,0.6477034596,0.5560246935
0.1891231117,0.2489958566,0.0254314111,0.2321063538,0.1689099959
0.3625785565,1.0232752948,0.3292785215,0.0728854234,0.2447951877
0.3391645738,-0.172743972,0.6101517825,0.0282199206,0.4723408725
-0.0644693301,0.6633070366,0.0220038392,-0.1108576161,-0.009055844
-0.3290944411,-0.8483150826,-0.1645284126,-0.7895517305,-0.1856062536
-0.1645222796,-1.1594096346,-0.1281911785,-0.0998082275,-0.0988378399
0.6977643304,0.701072186,0.7014004965,1.7554434367,0.8369558457
0.2905954785,0.5082917328,0.8611854578,0.6011292892,0.3867887966
-0.1713781192,0.6466345413,-0.2108906047,-0.6348214621,-0.1871257422
-0.3113158895,-0.8491409601,-0.3730370455,-0.1372545805,-0.3690595365
0.1555764583,0.1075854949,0.2901398457,0.0881394074,0.1374941209
-0.0014151922,-0.432120794,0.3206694749,1.2527936587,-0.014106523
0.4395009661,-0.0569527598,-1.8030538472,0.3761943757,-0.1419531655
-0.2475452664,0.1315211313,-0.562658229,-0.1987038315,-0.1592885569
0.4566082439,-0.2451237676,0.6507854334,0.4205607665,0.4804457696
0.2006180188,0.6502744316,-0.452722422,-0.5915615919,-0.1612773096
-0.1292732165,-0.36147444,-0.5156252786,-0.5327201378,-0.3062029448
0.0824646522,0.3663953696,-0.2714363041,-0.2571919747,-0.0121915303
0.7343878763,-0.2911133864,1.3215709044,0.732384431,0.9273900633
-0.3827018337,-0.2917162784,-0.8482635516,-1.0416755174,-0.8255438733
-0.3580835553,-0.2218278152,0.665198545,-0.283320475,-0.1131322035
-0.1187500882,0.1081364401,-0.0124574461,0.3261232582,-0.0983499892
-0.0634921679,-0.104127194,0.3893856649,0.658696927,0.1366386358
0.0303182472,0.7686577952,-0.3355389255,0.0924751339,-0.0084439219
-0.5850457677,-0.1799189802,-1.617121428,-0.9096039492,-0.9858992709
0.7329549118,0.6482867057,1.331250272,1.4362265554,0.9810875191
-0.9549265923,-0.4071664663,-1.4573051287,-0.6350569919,-1.0473292319
0.2909905692,1.6083155398,-0.1172046959,-0.0882884685,0.1334128834
0.653852034,0.4295827413,-0.5350395708,0.7257210264,0.2240202563
-0.0557267328,0.5661545,0.5930426969,-0.4657695816,0.1240966472
-0.9029526402,-0.6746961687,-1.0240668083,-1.3224210815,-1.1369110394
0.4627571987,0.1054459402,0.9589931082,0.9845236853,0.7008602349
-0.0812900984,1.2341145865,0.3126055185,-0.5253016077,0.0628631181
-0.0468130677,-0.2605296283,0.2106308601,0.2760181425,-0.1364407505
0.6163460141,0.8580602407,1.008599563,0.7235956232,0.8060188096
0.0629489859,0.3528867605,0.1506072397,0.0570556331,0.1731877816
0.40532959,0.3517340687,0.5332169529,0.1779181869,0.4993220409
-0.0927427851,0.4632785345,-0.0249787949,0.1522624412,-0.0514070823
-0.3444026085,-0.5258872712,0.4042017242,-0.2961674316,0.0244216004
0.3048044911,-0.0999939628,0.5680425027,0.9077060687,0.5807864376
-0.2049247774,0.170599149,0.0202851994,0.006022428,-0.0631462096
-0.2198151541,0.8909645934,-0.0892953593,-0.4597428857,-0.0881065494
-0.4090354859,0.2583180165,0.2952973826,0.1137507259,-0.1691895813
0.4902538661,0.0793292463,-0.0345272307,0.7809628216,0.2953707788
0.4733815499,-0.2300851389,0.1050427023,-0.5618943302,-0.0123051829
0.4067727706,-0.7721140777,-0.6680979789,-0.6010086216,-0.1585806853
0.1296880664,-0.1001074469,-0.1693327745,-0.3202487802,-0.201510391
0.2729921062,-0.3937773858,-0.4595439389,-0.3052181379,-0.1300862264
0.3355760288,0.3527478773,0.1714868706,0.1799912867,0.240132972
0.2262448301,-0.0098376986,-0.0595415482,-1.0556546029,0.0121625401
0.0020995694,0.1482693855,-0.3954719846,-0.5464493616,-0.2996842557
0.3011754144,0.0804224004,0.1166572456,0.4459620203,0.1748795877
0.0845310875,0.1028727363,0.4371256193,0.0920287442,0.1466926015
-0.2231039774,-0.1900043988,-0.2574991472,-0.3014341831,-0.3265749263
-0.2420455453,-0.1902692154,-0.3313615109,-0.9190231199,-0.0876098099
-1.1255725796,-0.7327146925,-2.1250072694,-1.6877264934,-1.7318253398
0.0261217904,-0.5781525592,0.5645781468,0.084570013,0.1033897157
0.667970298,1.1781003627,1.2429681132,1.3523847064,1.1250718148
-0.021978795,0.3745335466,-0.1656557443,-0.7843551049,-0.1033634665
0.0865237221,-0.4155078807,0.1303420811,-0.0122237637,0.1202309314
-1.4921329506,-0.3716956275,-1.939807157,-1.7161249952,-1.8439784545
-0.4558722583,0.1943314386,-0.1390548745,-0.11226621,-0.2591013598
0.1065354649,0.420475266,-0.1082039639,-0.0941985364,0.0902322377
0.9974379625,0.1932255152,1.2626680681,0.9901964022,1.113073039
-0.5143809646,-0.1449588967,-0.3490506682,-0.1564437261,-0.4476594294
-0.2022119972,0.4186201346,-0.1645776007,0.2542892599,-0.2869610207
0.1112295241,-0.1895589696,-0.143184888,0.2141113165,0.1496836513
-0.0777876122,-0.3183269831,0.2141299652,0.2967106663,0.0115127524
0.252913117,0.1256455316,0.2364078408,0.0673096119,0.0529652794
0.0936191419,-0.2579604853,0.9679332386,0.4910645802,0.4925224969
0.2448763108,0.0353822541,0.8647461037,0.918602064,0.6213751374
0.1585495245,-0.2809722886,0.0455923234,0.5268508566,0.1857670504
