dow30,naftrac,nasdaq,russell2000,sp500
-0.2205880585,-0.0862076937,-0.0223701956,0.1248590045,-0.1536667245
-0.0476406572,-0.4173880218,0.3094714893,-0.1074245932,0.2271710168
-0.3902334249,-0.674354478,-0.0823862932,-0.3728710968,-0.3055373475
-1.2604647679,-1.423841795,-1.1348052588,-1.0505476368,-1.2433134286
0.7302842799,0.692880909,1.3690300727,1.1611167486,1.0224031307
-0.285033133,0.3781611736,-0.2187740696,-0.1272677709,-0.1928464599
-0.7878000042,-0.2676176421,-0.5872940669,-0.5288611899,-0.7814791034
0.1412271925,0.1193194419,0.1918629952,0.2027804579,0.1947298808
-0.2324095554,0.3515480401,-0.1775289792,0.1332073607,-0.1627646972
0.3640755631,-0.4730198179,0.3791128635,0.9352332288,0.2016524138
-1.1440231397,-0.4490150221,-0.8186292614,-1.027852526,-1.0500260294
-0.4129835052,-0.0098376986,0.1240813639,0.7039234037,-0.2125878057
-0.5880553233,-0.0616720329,-0.9519638705,-0.5813557492,-0.7996612269
-0.0661767702,-0.0617258087,-0.2051108262,-0.3374130961,0.0035055221
1.4920657128,0.0939545495,1.1610495772,1.2773330114,1.3579598701
0.2010732441,0.1198549636,0.0561582762,0.1167345535,0.1573457552
-0.9525200091,0.1714970638,-0.6549834354,-0.3233051182,-0.860227941
-0.7468697805,-0.7340302676,-0.461167976,-0.3301917048,-0.5838706543
0.6882391674,0.7969952078,0.4385085026,0.6058163868,0.6177490312
0.1525235178,0.1969373356,0.1240204096,-0.121657212,0.1854291669
1.1138056819,0.8931320905,1.24942486,1.1893358143,1.1086371469
-0.6887585369,-0.3682336867,-0.3567427338,-0.0335675857,-0.663213599
0.618051587,0.6578295973,0.6461864653,0.5380332826,0.6649414551
0.1055527068,0.5518816513,0.0601360921,0.2179115319,0.0288507296
-1.1866243896,-0.1622875392,-0.7639100849,-0.900767356,-0.9020588182
-0.5381270328,-0.0777815149,-0.2487837812,-0.0793225116,-0.3917269182
0.315006844,0.4231566199,-0.6566369403,-0.2890327769,-0.0906942991
-2.3118515045,-2.2682471796,-2.3867636929,-2.4789522516,-2.4766018663
0.1027264836,0.8959725314,0.5008366127,0.5150880846,0.2645295963
0.8604411104,-0.2152502213,0.4558239063,0.1530395504,0.7629562621
-0.2312102738,0.6075650202,-0.1308273858,-0.6459612582,-0.0811328935
-0.3539005937,-1.0333821997,-0.3897687101,-0.1307721425,-0.4952192861
0.561797504,0.583947284,0.052217835,0.0507391066,0.6633227638
-1.7543432108,-1.3197935269,-1.7585327934,-1.4813809854,-1.985644958
0.1698487517,0.120051935,0.194779929,0.3680510659,0.2183536569
1.348745484,0.9503262099,1.4297556271,1.3398512807,1.3924572147
1.3678134541,0.1445748251,1.3784299129,0.9766897348,1.2441911379
0.4394441498,0.5042394469,0.5837689216,0.5654537962,0.4736471851
-0.0716831122,-0.0610480349,-0.1682565219,-0.6876490765,-0.1308832883
0.4001134663,0.6301753537,1.1677990715,0.5905694733,0.8886410376
-0.2659530957,-0.0862153149,0.8277186735,-0.4593784482,0.0836525364
0.039653829,0.6016033358,0.1073341687,-0.54581322,0.0446236949
-1.2093480686,-0.4406608242,-0.2548674778,-0.4568899155,-0.5418200326
-0.4911535058,-1.8921723126,-0.7325931636,0.2533916151,-0.323461168
-0.8230592759,0.4814793507,-0.5310843429,-1.0395658133,-0.7066223488
-1.1175739799,-1.5289707998,-1.1449115437,-1.4765867209,-1.2924094821
-0.8936717214,-1.4448727976,-0.9869412557,-0.9115890844,-0.718155011
1.210493975,1.3736150285,0.8969116624,0.7472142154,1.3980117495
0.746312004,0.5914818356,0.3744073665,0.3547701076,0.8075554272
-0.0851116657,-0.2179118843,0.2686413145,0.1582389376,-0.0419361653
-0.4162626296,0.928198935,-0.0645799341,0.4762469274,-0.3099225269
-0.6502300014,0.4295211874,-0.299282415,-0.5591271485,-0.3664781958
-0.3626362553,0.7368692515,-0.2416469294,-0.2582424453,-0.3073805984
-0.1172648397,-0.623851102,0.5987069144,0.1915142579,0.3176854829
-0.8473312232,-0.0098376986,-1.6319941685,-1.2551701799,-0.9486310885
-0.3582533123,-0.1898553329,-0.3027514179,-0.7295522589,-0.3802272667
1.5629390098,1.2008431801,1.0661336062,1.2059649969,1.4471852686
-1.4465966487,-2.3551822501,-1.2919886198,-0.9256032205,-1.1588495967
-0.0519922456,-0.894508613,0.091348301,-0.201075113,0.0654602306
-0.0115710703,-0.5342839461,-0.2635144342,-0.3643870054,-0.1938312142
0.4105149841,-0.3522560341,0.2279735648,0.5931543253,0.4105863191
0.3996029728,0.5977914554,0.7805220853,0.9367491364,0.5620013701
-0.2732960308,-0.2463913471,-0.6718287192,-0.8209683263,-0.3511722944
-1.1258542883,-1.1421778611,-0.8283010876,-0.9609620841,-1.0071122255
-2.4413216312,-1.0204365337,-2.7928252547,-2.4312016974,-2.503865159
-3.6709254989,-2.1830343328,-3.4671325952,-1.3032131754,-3.7565639914
-4.1922701152,-1.9511909147,-3.7634561087,-3.7261370196,-4.6377843981
-1.5458846723,1.2972087477,-0.4788699167,-0.6789884998,-1.620844819
4.5292960684,0.9667081676,4.059956484,2.3784922998,4.503042386
2.5776945468,3.0496895755,2.3246695845,1.7604966922,2.7859685999
-0.1316163863,-0.4356606154,0.2597149653,0.7317545674,0.0256892836
-0.8503701663,0.8182437812,-1.0966846534,-0.3140070518,-1.0230516284
-3.3427885307,-1.8398555226,-2.9084717866,-2.5980850445,-3.491533645
2.0647745481,0.1787945917,2.3291980162,1.4781288621,2.0862833229
0.1158963675,0.8241949877,-0.3918877349,-0.1048469811,0.0904819275
-1.9773652015,-1.3988526165,-1.0718203619,-0.775097059,-1.8314691408
2.7589908233,0.8823901459,2.597684336,2.1019645466,2.8774735117
-1.7298189401,-0.9220502745,-1.1726566689,-1.1355639771,-1.6646062473
0.4979687295,0.3417306663,0.7554535046,0.3640010291,0.5697536638
0.6788897019,-0.2794650906,0.4728892871,0.3590619056,0.4775954424
-0.4879128237,0.0171828573,-0.388849268,-0.3831748293,-0.5217744602
1.5703819036,1.2059127584,1.0509280704,0.9946756441,1.4498821418
0.4730032175,1.3537486995,0.612496852,1.1616245207,0.6681100173
-2.0662513139,-0.6176336237,-1.3784444655,-1.4236182526,-1.9287145134
0.8385820168,0.2027123626,-0.0205267219,-0.216159473,0.486770413
-1.311197612,-0.6727177692,-1.5070086335,-1.5058610326,-1.4806035383
-0.4087089183,-0.5165774787,-0.1363332388,-0.2791127092,-0.2839525201
-0.6090519313,-1.2419421626,-0.428051171,-0.2406989996,-0.437101618
0.7609424288,-0.4482893097,-1.0388046381,-1.2606745409,-0.0995165061
-2.2714222594,-1.3725060368,-3.0071855734,-2.7510809118,-3.0358930514
0.292304043,0.5417226454,-0.6244122336,-0.6107122027,0.098412301
1.6511077724,1.3076507394,2.1546783741,1.4347250543,2.1774708443
-0.1400983115,0.2072403567,0.0902659819,-0.3023804662,0.1847583635
1.3770569972,0.1255945223,1.6377949526,1.3983702618,1.6227974425
2.0892227875,2.2086731437,1.4599168084,2.3083415113,2.0859181995
0.0452489979,-0.0363296742,-0.7230327974,-0.6919047528,-0.4633482816
0.7928977788,0.7335922189,0.8196018463,1.5483467042,0.891082517
0.8989192594,0.6761221085,0.3427832162,0.8425763758,0.9822957893
0.1795113541,0.7245393082,0.3419666416,0.1405900885,0.0392494695
0.271500482,-0.1922652864,0.1090545537,-0.1101410226,0.1033789095
-0.3877846565,0.0162534562,-0.8982737746,-1.3796227639,-0.84055029
-1.1158080797,-0.6100791072,-0.3335662591,-0.9293697263,-0.5947889514
1.4359624586,-0.0098376986,1.7155956713,2.1179704942,1.6854259226
0.451947311,0.69847617,0.2755370203,-0.0695716348,0.4873169416
0.0482650881,0.4073193233,0.3179239949,0.1301304044,-0.0137172141
-0.1401129766,0.3279020953,-0.539908371,-0.1159141676,-0.2108291449
-0.3762256245,-0.5797366025,-0.8674916852,-1.5242872071,-0.7240277656
2.1137807647,0.5368320429,1.5478382822,0.7598774838,1.8922280931
0.9940351361,0.9229219352,2.1507575151,0.9149856832,1.2400307096
-0.2050864061,0.1186724289,-0.0003259118,-0.5651388623,-0.2681589273
-0.3234740904,-0.9340864262,-0.1428443935,-1.1932762168,-0.3428513277
1.2558301083,0.1971827649,1.2096053579,2.7335726162,1.3343768879
-0.2043845789,-0.3198273045,-0.4631396871,-1.0843126736,-0.0976499886
-0.6519261072,-0.0875261524,-0.4476477171,-0.3385429133,-0.6056957184
1.6205663239,2.063823686,1.7000008067,2.3915814853,1.6599663864
-0.3768432741,0.0920386969,-0.1051093034,-0.1275066983,-0.4583530941
-0.0767117716,-0.4677928348,-0.3333360326,-0.0074212277,-0.1771612331
0.2544495397,0.0668024282,0.3117380949,0.6888698339,-0.0857469883
-1.2134277195,-1.9498567868,-1.0323658222,-1.2419808698,-1.1898007991
0.1314426915,-0.1137173581,-0.2848543277,0.2294886465,0.1307752235
-0.4151563199,-0.0357895244,-0.3648485097,-0.8003349447,-0.4213830283
-1.7134877281,-0.6856235003,-1.2416712767,-1.9028415603,-1.6754211874
-1.3968800186,-1.2647673235,-1.5523065982,-0.7098095755,-1.3511406125
1.5915244563,1.4967302381,1.0900936161,0.5182790573,1.5329168869
1.5911316865,0.7728711632,1.6810189551,1.4911955259,1.8380316173
-0.0786067974,0.4307521705,-0.0849541361,-0.4380198089,-0.1761079728
0.5452706681,0.7130563522,0.5433132294,0.6516999263,0.3987281572
-0.2521898298,-0.3177364105,-0.1015108152,0.3879778471,-0.1891294325
0.0772691839,-0.5500631059,-0.0488377848,0.6462145397,0.09714723
-0.0419799065,-1.1744148911,0.1984499828,0.7019573243,-0.0602883178
-0.0497943518,0.173535101,0.1607890329,0.3127351776,0.0239276154
-0.6578441877,-1.8669352731,-0.4119587746,-0.3685774347,-0.5860175636
1.0516616273,1.3192866169,0.8500622409,0.4463644712,1.1992748963
-1.0776558287,-1.5078097451,-0.6780267566,-1.0133075189,-1.3264763039
-1.6969200373,-1.0216033856,-1.6786410717,-1.7113198949,-1.7200665702
2.4031211943,-0.1172937385,1.9630883189,1.0064203915,2.3464402276
-0.8102340834,-0.8432917554,-0.8188472963,-1.5613483871,-0.8596689944
-1.1119019139,-1.1201354561,-0.1230361328,-0.4308520859,-0.8014546742
-0.5491147799,0.4002675574,-1.4901051929,-1.1378100404,-0.9469997859
0.4964033492,0.0991769485,0.3758247185,0.2283791424,0.2170934013
-2.0907640853,-1.2619564946,-2.2041627908,-2.1274431734,-2.3084116415
0.6434601571,-0.2300222731,0.3139832196,-0.6856209388,0.5088833939
0.9937547637,2.8024524758,0.790253136,1.3001854524,1.1920491281
1.4325555139,1.2821301712,1.4171956737,1.4265612965,1.6460644669
-1.7032160184,0.3095890419,-1.3678085067,-1.1544411417,-1.7977856798
-2.4824658107,-1.4964053488,-1.5971005265,-1.228814646,-2.1190004552
0.7828049682,0.447306683,0.8486899111,0.5358893241,0.8611095342
1.0628922511,0.4723523706,0.5737048266,0.8038801602,0.9820977929
1.1833075816,0.657010566,0.8148001978,1.2279784822,1.4017303822
-0.3818444207,-0.2220084684,-0.0058702112,0.1273624178,-0.2315171039
-0.2075861587,-0.3102956214,-0.1993183089,-0.5695337311,-0.2990906653
1.2242295643,-0.0365168521,1.2340294378,0.9837322802,1.1933543445
-0.8156050286,-1.0496698711,-0.8549530232,-0.9203831562,-0.8862039302
-1.2270381437,0.1516013321,-1.1748819688,-1.1653265549,-1.1419318688
-1.8858556338,-2.4815630234,-2.0773218371,-2.3068140757,-1.828455353
0.0158913229,-0.1745634211,-0.2859435615,0.12345364,0.1892260126
-1.7526840949,-1.0545468261,-1.1598517024,-1.4032843746,-1.5734673408
-2.7394491129,-2.9229017663,-2.9923396665,-2.61216498,-2.8068528736
-1.2262008046,-1.1197554839,-1.0031372592,-1.6670776016,-1.3081453139
0.3196867184,1.4269377246,-0.1730034647,-0.4215177481,0.0541829763
0.781581954,0.6997415262,0.9479829285,0.2225333618,0.8639522388
-2.6093640859,0.1030190728,-3.3665350098,-3.1620028047,-2.9542536909
1.5834370427,0.8638161511,1.8523013384,1.4198481326,1.9001904452
-2.8158740277,-1.212643393,-2.7174543599,-1.6902948103,-2.5620010026
0.1527088259,-0.3772518413,-0.3031611835,-1.2402993021,0.0167270509
-1.8534012165,0.1319437772,-0.1691666402,0.3907686512,-1.4078271908
0.8023233679,0.0185072675,-0.047082896,-0.2188747254,0.5601386857
1.4884277605,2.1986213758,2.5303971191,2.1833675881,2.3182457497
-1.5495758494,-0.4544066245,-1.5919243179,-2.1941490679,-1.8674027691
2.007434862,1.2173459766,1.0013643839,1.9249041985,1.6028776751
-1.6465274361,0.5421441105,-2.1695688581,-1.4487268261,-1.3110710887
0.8599812905,0.7592250725,0.7814796648,0.0170457493,0.5989565252
2.8105858809,3.2916219656,2.2553036018,3.000414625,2.8398561925
-2.2508268185,-1.3096823133,-2.0957657873,-2.4608260656,-2.2798933177
1.2638524197,0.3925851988,-0.3282463444,0.105028175,0.5364382899
0.5170998758,1.2467694053,0.0595253807,0.3889984321,0.132655586
-1.5434981187,-1.358727982,-3.2067484713,-2.7556661573,-2.1987041985
-1.3220858162,-1.1873432677,-1.8213045663,-1.5971236537,-1.6944795076
-0.1414017635,-0.9560841474,-0.3947842994,-0.5638347246,-0.1225676091
-0.7707894643,0.3990201671,0.2821013041,-0.0733807746,-0.0672583933
-1.9033336473,-0.6074269356,-0.4346734476,-0.9919045816,-1.4785914557
2.2711935212,0.2085915949,1.5525559292,1.782996082,2.2290308855
1.5648176148,1.7888728348,2.1480404969,2.2889184686,1.879303804
1.7919682337,1.3856253865,2.0914836336,1.4265548527,1.8750839582
-0.3343248391,-0.1424514887,-1.0510315096,-0.6336888245,-0.5888975627
-0.2011590642,-0.5142007182,0.3102205029,0.4677288201,-0.0482750091
